Tripid,City,Stationid,Truckid,Wastecollected,TruckType,Date
82218,Brasilia,97,121,43.5,Volvo,2019-09-18
82219,Brasilia,43,143,43.37,Volvo,2019-09-18
82220,Brasilia,97,120,36.99,Scania,2019-09-18
82221,Brasilia,97,115,43.95,Volvo,2019-09-18
82222,Brasilia,77,152,41.99,Scania,2019-09-18
82223,Salvador,48,188,44.35,Scania,2019-09-18
82224,Salvador,48,188,31.68,Scania,2019-09-18
82225,Salvador,81,192,38.6,Scania,2019-09-18
82226,Salvador,82,211,32.74,Volvo,2019-09-18
82227,Salvador,82,213,36.52,Volvo,2019-09-18
82228,Salvador,81,191,42.89,Volvo,2019-09-18
82229,Salvador,48,182,32.62,Scania,2019-09-18
82230,Salvador,81,198,40.7,Scania,2019-09-18
82231,Salvador,81,192,43.14,Scania,2019-09-18
82232,Salvador,48,182,38.75,Scania,2019-09-18
82233,Salvador,81,191,38.27,Volvo,2019-09-18
82234,Salvador,81,191,44.35,Volvo,2019-09-18
82235,Salvador,47,179,36.13,Volvo,2019-09-18
82236,Salvador,48,184,35.44,Scania,2019-09-18
82237,Salvador,48,188,40.11,Scania,2019-09-18
82238,Salvador,48,184,30.39,Scania,2019-09-18
82239,Salvador,81,192,40.36,Scania,2019-09-18
82240,Salvador,81,192,42.43,Scania,2019-09-18
82241,Salvador,81,192,33.9,Scania,2019-09-18
82242,Salvador,81,198,31.85,Scania,2019-09-18
82243,Salvador,81,194,42.97,Scania,2019-09-18
82244,Salvador,82,213,43.7,Volvo,2019-09-18
82245,Salvador,48,188,36.24,Scania,2019-09-18
82246,Salvador,48,184,40.01,Scania,2019-09-18
82247,Salvador,47,178,32.41,Scania,2019-09-18
82248,Salvador,48,189,42.22,Volvo,2019-09-18
82249,Salvador,48,182,34.2,Scania,2019-09-18
82250,Salvador,47,179,35.26,Volvo,2019-09-18
82251,Salvador,81,194,34.4,Scania,2019-09-18
82252,Salvador,81,194,30.07,Scania,2019-09-18
82253,Salvador,48,188,41.95,Scania,2019-09-18
82254,Salvador,82,211,33.57,Volvo,2019-09-18
82255,Salvador,82,213,36.86,Volvo,2019-09-18
82256,Salvador,48,188,37.83,Scania,2019-09-18
82257,Salvador,47,178,39.81,Scania,2019-09-18
82258,Salvador,81,191,42.7,Volvo,2019-09-18
82259,Salvador,81,194,38.38,Scania,2019-09-18
82260,Salvador,82,211,34.78,Volvo,2019-09-18
82261,Salvador,47,179,35.74,Volvo,2019-09-18
82262,Salvador,82,211,36.89,Volvo,2019-09-18
82263,Salvador,81,191,32.15,Volvo,2019-09-18
82264,Salvador,48,188,41.29,Scania,2019-09-18
82265,Salvador,81,191,34.6,Volvo,2019-09-18
82266,Salvador,47,178,34.17,Scania,2019-09-18
82267,Salvador,82,211,35.44,Volvo,2019-09-18
82268,Salvador,48,188,32.89,Scania,2019-09-18
82269,Salvador,48,184,43.94,Scania,2019-09-18
82270,Salvador,47,179,42.44,Volvo,2019-09-18
82271,Salvador,47,178,30.49,Scania,2019-09-18
82272,Salvador,82,213,37.86,Volvo,2019-09-18
82273,Salvador,81,192,39.15,Scania,2019-09-18
82274,Salvador,48,182,34.6,Scania,2019-09-18
82275,Salvador,47,170,30.06,Scania,2019-09-18
82276,Salvador,82,213,32.84,Volvo,2019-09-18
82277,Salvador,47,178,42.38,Scania,2019-09-18
82278,Salvador,47,179,39.24,Volvo,2019-09-18
82279,Salvador,81,192,41.83,Scania,2019-09-18
82280,Salvador,47,178,43.54,Scania,2019-09-18
82281,Salvador,82,213,42.1,Volvo,2019-09-18
82282,Salvador,82,213,34.56,Volvo,2019-09-18
82283,Salvador,82,213,30.46,Volvo,2019-09-18
82284,Salvador,47,178,37.38,Scania,2019-09-18
82285,Salvador,47,178,41.2,Scania,2019-09-18
82286,Salvador,82,213,40.52,Volvo,2019-09-18
82287,Salvador,82,213,32.18,Volvo,2019-09-18
82288,Salvador,82,211,41.08,Volvo,2019-09-18
82289,Salvador,48,188,41.46,Scania,2019-09-18
82290,Salvador,81,192,38.72,Scania,2019-09-18
82291,Salvador,82,211,42.79,Volvo,2019-09-18
82292,Salvador,48,188,32.78,Scania,2019-09-18
82293,Salvador,47,179,42.4,Volvo,2019-09-18
82294,Salvador,81,191,41.9,Volvo,2019-09-18
82295,Salvador,82,213,41.52,Volvo,2019-09-18
82296,Salvador,47,179,38.98,Volvo,2019-09-18
82297,Salvador,82,211,32.23,Volvo,2019-09-18
82298,Salvador,48,188,30.84,Scania,2019-09-18
82299,Sao Paulo,21,240,31.19,Scania,2019-09-18
82300,Sao Paulo,19,230,37.42,Scania,2019-09-18
82301,Sao Paulo,19,233,33.35,Volvo,2019-09-18
82302,Sao Paulo,83,217,30.28,Volvo,2019-09-18
82303,Sao Paulo,83,217,36.16,Volvo,2019-09-18
82304,Sao Paulo,83,217,35.26,Volvo,2019-09-18
82305,Sao Paulo,19,233,33.19,Volvo,2019-09-18
82306,Sao Paulo,83,217,31.76,Volvo,2019-09-18
82307,Sao Paulo,21,240,34.51,Scania,2019-09-18
82308,Sao Paulo,21,240,35.64,Scania,2019-09-18
82309,Sao Paulo,21,240,31.68,Scania,2019-09-18
82310,Sao Paulo,19,238,41.5,Scania,2019-09-18
82311,Sao Paulo,21,246,33.02,Scania,2019-09-18
82312,Sao Paulo,21,244,35.75,Scania,2019-09-18
82313,Sao Paulo,21,246,37.05,Scania,2019-09-18
82314,Sao Paulo,19,233,34.75,Volvo,2019-09-18
82315,Sao Paulo,21,240,31.26,Scania,2019-09-18
82316,Sao Paulo,83,217,44.39,Volvo,2019-09-18
82317,Sao Paulo,21,246,32.82,Scania,2019-09-18
82318,Sao Paulo,83,229,40.36,Volvo,2019-09-18
82319,Sao Paulo,19,230,35.49,Scania,2019-09-18
82320,Sao Paulo,21,246,40.2,Scania,2019-09-18
82321,Sao Paulo,19,232,42.46,Scania,2019-09-18
82322,Sao Paulo,83,229,35.25,Volvo,2019-09-18
82323,Sao Paulo,21,246,33.24,Scania,2019-09-18
82324,Sao Paulo,21,244,43.18,Scania,2019-09-18
82325,Sao Paulo,19,238,30.43,Scania,2019-09-18
82326,Sao Paulo,83,217,38.26,Volvo,2019-09-18
82327,Sao Paulo,19,233,40.77,Volvo,2019-09-18
82328,Sao Paulo,83,217,30.59,Volvo,2019-09-18
82329,Sao Paulo,21,245,43,Volvo,2019-09-18
82330,Sao Paulo,19,230,42.46,Scania,2019-09-18
82331,Sao Paulo,21,245,41.87,Volvo,2019-09-18
82332,Sao Paulo,21,244,42.74,Scania,2019-09-18
82333,Sao Paulo,21,240,37.78,Scania,2019-09-18
82334,Sao Paulo,19,238,35.77,Scania,2019-09-18
82335,Sao Paulo,83,229,33.34,Volvo,2019-09-18
82336,Sao Paulo,21,246,33.86,Scania,2019-09-18
82337,Sao Paulo,19,232,31.63,Scania,2019-09-18
82338,Sao Paulo,19,232,36.02,Scania,2019-09-18
82339,Sao Paulo,21,246,34.22,Scania,2019-09-18
82340,Sao Paulo,21,240,31.19,Scania,2019-09-18
82341,Sao Paulo,19,238,41.53,Scania,2019-09-18
82342,Sao Paulo,21,244,30.96,Scania,2019-09-18
82343,Sao Paulo,21,246,31.44,Scania,2019-09-18
82344,Sao Paulo,83,229,32.47,Volvo,2019-09-18
82345,Sao Paulo,19,232,38.19,Scania,2019-09-18
82346,Sao Paulo,21,240,32.25,Scania,2019-09-18
82347,Sao Paulo,21,246,37.58,Scania,2019-09-18
82348,Sao Paulo,19,238,38.84,Scania,2019-09-18
82349,Sao Paulo,21,244,33.83,Scania,2019-09-18
82350,Sao Paulo,19,233,42.57,Volvo,2019-09-18
82351,Sao Paulo,83,229,38.25,Volvo,2019-09-18
82352,Sao Paulo,19,238,36.26,Scania,2019-09-18
82353,Sao Paulo,21,244,39.15,Scania,2019-09-18
82354,Sao Paulo,19,233,44.01,Volvo,2019-09-18
82355,Sao Paulo,19,233,42.86,Volvo,2019-09-18
82356,Sao Paulo,21,246,31.78,Scania,2019-09-18
82357,Sao Paulo,19,238,33.1,Scania,2019-09-18
82358,Sao Paulo,83,217,32.84,Volvo,2019-09-18
82359,Sao Paulo,21,240,37.77,Scania,2019-09-18
82360,Sao Paulo,19,238,33.1,Scania,2019-09-18
82361,Sao Paulo,21,245,34.7,Volvo,2019-09-18
82362,Sao Paulo,83,229,38.27,Volvo,2019-09-18
82363,Sao Paulo,83,217,32.25,Volvo,2019-09-18
82364,Sao Paulo,83,229,35.24,Volvo,2019-09-18
82365,Sao Paulo,21,240,36.45,Scania,2019-09-18
82366,Sao Paulo,21,244,38.42,Scania,2019-09-18
82367,Sao Paulo,21,240,41.36,Scania,2019-09-18
82368,Sao Paulo,21,240,37.46,Scania,2019-09-18
82369,Sao Paulo,19,238,34.02,Scania,2019-09-18
82370,Sao Paulo,19,238,38.97,Scania,2019-09-18
82371,Sao Paulo,83,229,36.36,Volvo,2019-09-18
82372,Sao Paulo,83,217,33.14,Volvo,2019-09-18
82373,Sao Paulo,83,217,30.66,Volvo,2019-09-18
82374,Sao Paulo,19,233,32.37,Volvo,2019-09-18
82375,Rio de Janeiro,31,276,34.91,Scania,2019-09-18
82376,Rio de Janeiro,57,274,41.06,Scania,2019-09-18
82377,Rio de Janeiro,84,266,40.13,Scania,2019-09-18
82378,Rio de Janeiro,84,262,40.57,Scania,2019-09-18
82379,Rio de Janeiro,86,252,35.15,Scania,2019-09-18
82380,Rio de Janeiro,57,274,40.94,Scania,2019-09-18
82381,Rio de Janeiro,57,275,32.31,Volvo,2019-09-18
82382,Rio de Janeiro,84,266,39.97,Scania,2019-09-18
82383,Rio de Janeiro,57,275,42.57,Volvo,2019-09-18
82384,Rio de Janeiro,44,301,39.1,Volvo,2019-09-18
82385,Rio de Janeiro,84,262,44.21,Scania,2019-09-18
82386,Rio de Janeiro,57,272,32.95,Scania,2019-09-18
82387,Rio de Janeiro,86,251,41.91,Volvo,2019-09-18
82388,Rio de Janeiro,31,277,42.25,Volvo,2019-09-18
82389,Rio de Janeiro,84,266,31.78,Scania,2019-09-18
82390,Rio de Janeiro,57,274,37.38,Scania,2019-09-18
82391,Rio de Janeiro,44,299,31.13,Volvo,2019-09-18
82392,Rio de Janeiro,31,277,44.49,Volvo,2019-09-18
82393,Rio de Janeiro,44,301,36.44,Volvo,2019-09-18
82394,Rio de Janeiro,31,277,36.92,Volvo,2019-09-18
82395,Rio de Janeiro,57,275,32.73,Volvo,2019-09-18
82396,Rio de Janeiro,44,297,33.48,Volvo,2019-09-18
82397,Rio de Janeiro,32,291,42.35,Volvo,2019-09-18
82398,Rio de Janeiro,57,275,40.36,Volvo,2019-09-18
82399,Rio de Janeiro,86,257,44.53,Volvo,2019-09-18
82400,Rio de Janeiro,84,262,37.38,Scania,2019-09-18
82401,Rio de Janeiro,44,297,40.57,Volvo,2019-09-18
82402,Rio de Janeiro,44,299,40.61,Volvo,2019-09-18
82403,Rio de Janeiro,84,262,32.39,Scania,2019-09-18
82404,Rio de Janeiro,84,265,32.94,Volvo,2019-09-18
82405,Rio de Janeiro,32,291,43.51,Volvo,2019-09-18
82406,Rio de Janeiro,31,276,32.5,Scania,2019-09-18
82407,Rio de Janeiro,84,261,39.75,Volvo,2019-09-18
82408,Rio de Janeiro,44,297,43.97,Volvo,2019-09-18
82409,Rio de Janeiro,57,274,43.98,Scania,2019-09-18
82410,Rio de Janeiro,31,283,34.71,Volvo,2019-09-18
82411,Rio de Janeiro,31,283,32.03,Volvo,2019-09-18
82412,Rio de Janeiro,44,299,32.54,Volvo,2019-09-18
82413,Rio de Janeiro,57,270,40.34,Scania,2019-09-18
82414,Rio de Janeiro,32,291,36.11,Volvo,2019-09-18
82415,Rio de Janeiro,84,261,36.86,Volvo,2019-09-18
82416,Rio de Janeiro,32,286,32.76,Scania,2019-09-18
82417,Rio de Janeiro,84,265,31.3,Volvo,2019-09-18
82418,Rio de Janeiro,86,257,39.44,Volvo,2019-09-18
82419,Rio de Janeiro,32,290,41.23,Scania,2019-09-18
82420,Rio de Janeiro,86,252,40.42,Scania,2019-09-18
82421,Rio de Janeiro,84,266,35.85,Scania,2019-09-18
82422,Rio de Janeiro,84,265,39.14,Volvo,2019-09-18
82423,Rio de Janeiro,32,290,34.45,Scania,2019-09-18
82424,Rio de Janeiro,84,262,39.27,Scania,2019-09-18
82425,Rio de Janeiro,32,288,34.9,Scania,2019-09-18
82426,Rio de Janeiro,44,299,39.56,Volvo,2019-09-18
82427,Rio de Janeiro,31,277,40.4,Volvo,2019-09-18
82428,Rio de Janeiro,31,277,33.56,Volvo,2019-09-18
82429,Rio de Janeiro,57,270,33.98,Scania,2019-09-18
82430,Rio de Janeiro,86,257,36.96,Volvo,2019-09-18
82431,Rio de Janeiro,31,277,35,Volvo,2019-09-18
82432,Rio de Janeiro,84,265,37.86,Volvo,2019-09-18
82433,Rio de Janeiro,44,299,35.42,Volvo,2019-09-18
82434,Rio de Janeiro,31,283,38.94,Volvo,2019-09-18
82435,Rio de Janeiro,44,297,32.99,Volvo,2019-09-18
82436,Rio de Janeiro,31,283,32.69,Volvo,2019-09-18
82437,Rio de Janeiro,86,257,39.14,Volvo,2019-09-18
82438,Rio de Janeiro,44,301,34.77,Volvo,2019-09-18
82439,Rio de Janeiro,44,299,33.51,Volvo,2019-09-18
82440,Rio de Janeiro,86,251,39.53,Volvo,2019-09-18
82441,Rio de Janeiro,86,255,30.25,Volvo,2019-09-18
82442,Rio de Janeiro,57,275,31.08,Volvo,2019-09-18
82443,Rio de Janeiro,86,257,36.6,Volvo,2019-09-18
82444,Rio de Janeiro,84,266,37.21,Scania,2019-09-18
82445,Rio de Janeiro,32,291,43.79,Volvo,2019-09-18
82446,Rio de Janeiro,32,291,31.5,Volvo,2019-09-18
82447,Rio de Janeiro,44,299,39.26,Volvo,2019-09-18
82448,Rio de Janeiro,57,275,40.92,Volvo,2019-09-18
82449,Rio de Janeiro,57,272,43.27,Scania,2019-09-18
82450,Rio de Janeiro,86,252,43.08,Scania,2019-09-18
82451,Brasilia,46,169,42.37,Volvo,2019-09-19
82452,Brasilia,77,160,31.68,Scania,2019-09-19
82453,Brasilia,77,160,35.68,Scania,2019-09-19
82454,Brasilia,43,148,31.44,Scania,2019-09-19
82455,Brasilia,71,125,31.25,Volvo,2019-09-19
82456,Brasilia,77,160,41.72,Scania,2019-09-19
82457,Brasilia,46,162,37.92,Scania,2019-09-19
82458,Brasilia,43,143,36.73,Volvo,2019-09-19
82459,Brasilia,97,122,38.7,Scania,2019-09-19
82460,Brasilia,97,120,40.84,Scania,2019-09-19
82461,Brasilia,46,161,32.23,Volvo,2019-09-19
82462,Brasilia,46,169,31.65,Volvo,2019-09-19
82463,Brasilia,97,122,42.03,Scania,2019-09-19
82464,Brasilia,43,143,36.68,Volvo,2019-09-19
82465,Brasilia,71,125,38.56,Volvo,2019-09-19
82466,Brasilia,97,120,37.78,Scania,2019-09-19
82467,Brasilia,77,150,35.65,Scania,2019-09-19
82468,Brasilia,97,121,40.57,Volvo,2019-09-19
82469,Brasilia,43,148,42.98,Scania,2019-09-19
82470,Brasilia,43,143,37.71,Volvo,2019-09-19
82471,Brasilia,46,162,38.54,Scania,2019-09-19
82472,Brasilia,97,115,40.27,Volvo,2019-09-19
82473,Brasilia,97,115,39.22,Volvo,2019-09-19
82474,Brasilia,40,136,42.66,Scania,2019-09-19
82475,Brasilia,97,120,41.41,Scania,2019-09-19
82476,Brasilia,77,152,40.69,Scania,2019-09-19
82477,Brasilia,71,133,44.81,Volvo,2019-09-19
82478,Brasilia,40,136,30.98,Scania,2019-09-19
82479,Brasilia,46,161,32.94,Volvo,2019-09-19
82480,Brasilia,40,137,44.52,Volvo,2019-09-19
82481,Brasilia,97,122,30.63,Scania,2019-09-19
82482,Brasilia,40,137,39.99,Volvo,2019-09-19
82483,Brasilia,43,148,42.76,Scania,2019-09-19
82484,Brasilia,43,148,40.1,Scania,2019-09-19
82485,Brasilia,40,135,36.9,Volvo,2019-09-19
82486,Brasilia,71,125,30.12,Volvo,2019-09-19
82487,Brasilia,46,169,43.42,Volvo,2019-09-19
82488,Brasilia,43,144,37.64,Scania,2019-09-19
82489,Brasilia,71,130,38.56,Scania,2019-09-19
82490,Brasilia,77,150,42.9,Scania,2019-09-19
82491,Brasilia,46,161,40.15,Volvo,2019-09-19
82492,Brasilia,77,160,40.53,Scania,2019-09-19
82493,Brasilia,40,136,36.69,Scania,2019-09-19
82494,Brasilia,40,134,34.79,Scania,2019-09-19
82495,Brasilia,71,125,39.67,Volvo,2019-09-19
82496,Brasilia,97,122,30.5,Scania,2019-09-19
82497,Brasilia,77,150,30.34,Scania,2019-09-19
82498,Brasilia,40,134,42.23,Scania,2019-09-19
82499,Brasilia,43,143,36.56,Volvo,2019-09-19
82500,Brasilia,97,115,40.16,Volvo,2019-09-19
82501,Brasilia,71,133,38.13,Volvo,2019-09-19
82502,Brasilia,46,168,33.1,Scania,2019-09-19
82503,Brasilia,40,136,33.24,Scania,2019-09-19
82504,Brasilia,46,168,42.14,Scania,2019-09-19
82505,Brasilia,46,169,40.41,Volvo,2019-09-19
82506,Brasilia,77,157,39.6,Volvo,2019-09-19
82507,Brasilia,43,148,38.66,Scania,2019-09-19
82508,Brasilia,71,133,39.36,Volvo,2019-09-19
82509,Brasilia,46,168,30.07,Scania,2019-09-19
82510,Brasilia,43,145,32.34,Volvo,2019-09-19
82511,Brasilia,43,144,33.58,Scania,2019-09-19
82512,Brasilia,43,148,31.17,Scania,2019-09-19
82513,Brasilia,43,143,40.72,Volvo,2019-09-19
82514,Brasilia,97,122,41.62,Scania,2019-09-19
82515,Brasilia,46,162,37.28,Scania,2019-09-19
82516,Brasilia,77,150,33.37,Scania,2019-09-19
82517,Brasilia,77,150,32.18,Scania,2019-09-19
82518,Brasilia,77,150,33.49,Scania,2019-09-19
82519,Brasilia,97,115,33.86,Volvo,2019-09-19
82520,Brasilia,43,148,35.77,Scania,2019-09-19
82521,Brasilia,43,148,41.69,Scania,2019-09-19
82522,Brasilia,77,152,38.34,Scania,2019-09-19
82523,Brasilia,40,134,31.86,Scania,2019-09-19
82524,Brasilia,97,121,33.59,Volvo,2019-09-19
82525,Brasilia,43,143,38.49,Volvo,2019-09-19
82526,Brasilia,97,115,33.1,Volvo,2019-09-19
82527,Salvador,48,189,39.46,Volvo,2019-09-19
82528,Salvador,47,170,35.95,Scania,2019-09-19
82529,Salvador,47,170,39.61,Scania,2019-09-19
82530,Salvador,47,170,36.63,Scania,2019-09-19
82531,Salvador,82,213,33.24,Volvo,2019-09-19
82532,Salvador,48,189,43.78,Volvo,2019-09-19
82533,Salvador,48,184,37.96,Scania,2019-09-19
82534,Salvador,48,182,31.79,Scania,2019-09-19
82535,Salvador,82,213,43.2,Volvo,2019-09-19
82536,Salvador,47,170,44.58,Scania,2019-09-19
82537,Salvador,82,213,31.41,Volvo,2019-09-19
82538,Salvador,81,194,33.64,Scania,2019-09-19
82539,Salvador,47,179,36.27,Volvo,2019-09-19
82540,Salvador,81,194,41.82,Scania,2019-09-19
82541,Salvador,82,211,43.12,Volvo,2019-09-19
82542,Salvador,47,178,43.93,Scania,2019-09-19
82543,Salvador,82,213,43.06,Volvo,2019-09-19
82544,Salvador,82,213,36.27,Volvo,2019-09-19
82545,Salvador,48,182,33.06,Scania,2019-09-19
82546,Salvador,47,179,34.54,Volvo,2019-09-19
82547,Salvador,47,170,34.08,Scania,2019-09-19
82548,Salvador,47,170,37.33,Scania,2019-09-19
82549,Salvador,47,178,40.95,Scania,2019-09-19
82550,Salvador,48,184,37.21,Scania,2019-09-19
82551,Salvador,81,194,44.3,Scania,2019-09-19
82552,Salvador,81,198,36.62,Scania,2019-09-19
82553,Salvador,81,194,41.98,Scania,2019-09-19
82554,Salvador,47,170,34.07,Scania,2019-09-19
82555,Salvador,47,179,30.48,Volvo,2019-09-19
82556,Salvador,82,211,41.62,Volvo,2019-09-19
82557,Salvador,81,192,43.43,Scania,2019-09-19
82558,Salvador,48,188,43.69,Scania,2019-09-19
82559,Salvador,48,184,35.36,Scania,2019-09-19
82560,Salvador,48,189,44.72,Volvo,2019-09-19
82561,Salvador,81,192,31.74,Scania,2019-09-19
82562,Salvador,47,178,42.86,Scania,2019-09-19
82563,Salvador,47,179,33.28,Volvo,2019-09-19
82564,Salvador,47,178,38.84,Scania,2019-09-19
82565,Salvador,82,213,39.91,Volvo,2019-09-19
82566,Salvador,82,211,41.71,Volvo,2019-09-19
82567,Salvador,48,188,41.12,Scania,2019-09-19
82568,Salvador,47,170,40.87,Scania,2019-09-19
82569,Salvador,82,211,30.81,Volvo,2019-09-19
82570,Salvador,81,194,30.22,Scania,2019-09-19
82571,Salvador,48,182,41.85,Scania,2019-09-19
82572,Salvador,48,182,32.56,Scania,2019-09-19
82573,Salvador,82,211,35.88,Volvo,2019-09-19
82574,Salvador,82,211,32.27,Volvo,2019-09-19
82575,Salvador,81,191,32.38,Volvo,2019-09-19
82576,Salvador,82,213,30.24,Volvo,2019-09-19
82577,Salvador,48,188,44.16,Scania,2019-09-19
82578,Salvador,82,213,39.58,Volvo,2019-09-19
82579,Salvador,81,191,32.28,Volvo,2019-09-19
82580,Salvador,48,188,36.89,Scania,2019-09-19
82581,Salvador,48,188,31.61,Scania,2019-09-19
82582,Salvador,47,170,44.92,Scania,2019-09-19
82583,Salvador,47,178,43.39,Scania,2019-09-19
82584,Salvador,82,211,36.25,Volvo,2019-09-19
82585,Salvador,48,182,42.71,Scania,2019-09-19
82586,Salvador,48,184,33.19,Scania,2019-09-19
82587,Salvador,81,194,33.11,Scania,2019-09-19
82588,Salvador,48,188,32.71,Scania,2019-09-19
82589,Salvador,47,170,41.43,Scania,2019-09-19
82590,Salvador,48,182,32.45,Scania,2019-09-19
82591,Salvador,82,211,37.44,Volvo,2019-09-19
82592,Salvador,48,188,37.54,Scania,2019-09-19
82593,Salvador,48,189,44.96,Volvo,2019-09-19
82594,Salvador,47,170,31.46,Scania,2019-09-19
82595,Salvador,48,188,44.8,Scania,2019-09-19
82596,Salvador,48,182,35.57,Scania,2019-09-19
82597,Salvador,48,189,42.85,Volvo,2019-09-19
82598,Salvador,82,211,33.29,Volvo,2019-09-19
82599,Salvador,48,189,33.78,Volvo,2019-09-19
82600,Salvador,48,188,42.89,Scania,2019-09-19
82601,Salvador,82,213,31.71,Volvo,2019-09-19
82602,Salvador,48,182,38.03,Scania,2019-09-19
82603,Sao Paulo,83,229,39.19,Volvo,2019-09-19
82604,Sao Paulo,83,217,35.41,Volvo,2019-09-19
82605,Sao Paulo,19,233,38.59,Volvo,2019-09-19
82606,Sao Paulo,21,244,35.4,Scania,2019-09-19
82607,Sao Paulo,19,232,40.61,Scania,2019-09-19
82608,Sao Paulo,83,229,39.5,Volvo,2019-09-19
82609,Sao Paulo,19,230,33.6,Scania,2019-09-19
82610,Sao Paulo,19,233,35.82,Volvo,2019-09-19
82611,Sao Paulo,21,245,33.29,Volvo,2019-09-19
82612,Sao Paulo,83,229,41.41,Volvo,2019-09-19
82613,Sao Paulo,21,245,39.69,Volvo,2019-09-19
82614,Sao Paulo,21,244,38.43,Scania,2019-09-19
82615,Sao Paulo,19,233,36.85,Volvo,2019-09-19
82616,Sao Paulo,21,244,31.52,Scania,2019-09-19
82617,Sao Paulo,19,238,40.3,Scania,2019-09-19
82618,Sao Paulo,83,217,39.24,Volvo,2019-09-19
82619,Sao Paulo,21,240,32.61,Scania,2019-09-19
82620,Sao Paulo,83,217,36.98,Volvo,2019-09-19
82621,Sao Paulo,21,240,35.99,Scania,2019-09-19
82622,Sao Paulo,19,230,33.32,Scania,2019-09-19
82623,Sao Paulo,19,230,36.27,Scania,2019-09-19
82624,Sao Paulo,21,245,36.47,Volvo,2019-09-19
82625,Sao Paulo,19,233,34.3,Volvo,2019-09-19
82626,Sao Paulo,19,232,42.95,Scania,2019-09-19
82627,Sao Paulo,19,238,38.06,Scania,2019-09-19
82628,Sao Paulo,83,229,38.41,Volvo,2019-09-19
82629,Sao Paulo,21,244,41.03,Scania,2019-09-19
82630,Sao Paulo,83,229,30.99,Volvo,2019-09-19
82631,Sao Paulo,21,240,37.19,Scania,2019-09-19
82632,Sao Paulo,83,229,35.22,Volvo,2019-09-19
82633,Sao Paulo,21,245,35.46,Volvo,2019-09-19
82634,Sao Paulo,19,232,42.1,Scania,2019-09-19
82635,Sao Paulo,83,217,44.31,Volvo,2019-09-19
82636,Sao Paulo,21,245,42.02,Volvo,2019-09-19
82637,Sao Paulo,83,229,41.51,Volvo,2019-09-19
82638,Sao Paulo,19,232,33.95,Scania,2019-09-19
82639,Sao Paulo,83,217,38.12,Volvo,2019-09-19
82640,Sao Paulo,19,233,34.15,Volvo,2019-09-19
82641,Sao Paulo,19,238,39.66,Scania,2019-09-19
82642,Sao Paulo,83,217,37.05,Volvo,2019-09-19
82643,Sao Paulo,21,245,34.01,Volvo,2019-09-19
82644,Sao Paulo,21,244,33.22,Scania,2019-09-19
82645,Sao Paulo,83,229,43.58,Volvo,2019-09-19
82646,Sao Paulo,21,245,32.74,Volvo,2019-09-19
82647,Sao Paulo,21,244,38.4,Scania,2019-09-19
82648,Sao Paulo,19,233,37.99,Volvo,2019-09-19
82649,Sao Paulo,19,232,34.46,Scania,2019-09-19
82650,Sao Paulo,19,232,38.47,Scania,2019-09-19
82651,Sao Paulo,21,240,36.59,Scania,2019-09-19
82652,Sao Paulo,83,217,32.7,Volvo,2019-09-19
82653,Sao Paulo,83,229,43.75,Volvo,2019-09-19
82654,Sao Paulo,21,240,33.41,Scania,2019-09-19
82655,Sao Paulo,83,229,44.56,Volvo,2019-09-19
82656,Sao Paulo,83,217,30.12,Volvo,2019-09-19
82657,Sao Paulo,19,232,34.63,Scania,2019-09-19
82658,Sao Paulo,83,229,43,Volvo,2019-09-19
82659,Sao Paulo,19,232,39.85,Scania,2019-09-19
82660,Sao Paulo,19,238,43.41,Scania,2019-09-19
82661,Sao Paulo,21,245,42.12,Volvo,2019-09-19
82662,Sao Paulo,83,229,34.75,Volvo,2019-09-19
82663,Sao Paulo,21,246,41.36,Scania,2019-09-19
82664,Sao Paulo,83,217,31.71,Volvo,2019-09-19
82665,Sao Paulo,83,217,30.56,Volvo,2019-09-19
82666,Sao Paulo,21,245,39.61,Volvo,2019-09-19
82667,Sao Paulo,19,232,35.11,Scania,2019-09-19
82668,Sao Paulo,19,232,41.86,Scania,2019-09-19
82669,Sao Paulo,21,246,44.5,Scania,2019-09-19
82670,Sao Paulo,19,232,31.98,Scania,2019-09-19
82671,Sao Paulo,83,229,30.93,Volvo,2019-09-19
82672,Sao Paulo,83,217,36.92,Volvo,2019-09-19
82673,Sao Paulo,83,217,43.09,Volvo,2019-09-19
82674,Sao Paulo,83,229,37.23,Volvo,2019-09-19
82675,Sao Paulo,21,240,42.11,Scania,2019-09-19
82676,Sao Paulo,21,244,39.5,Scania,2019-09-19
82677,Sao Paulo,19,233,40.19,Volvo,2019-09-19
82678,Sao Paulo,21,244,34.66,Scania,2019-09-19
82679,Rio de Janeiro,84,265,37.61,Volvo,2019-09-19
82680,Rio de Janeiro,44,297,31.18,Volvo,2019-09-19
82681,Rio de Janeiro,57,275,42.7,Volvo,2019-09-19
82682,Rio de Janeiro,31,277,39.32,Volvo,2019-09-19
82683,Rio de Janeiro,31,280,32.66,Scania,2019-09-19
82684,Rio de Janeiro,57,270,39.32,Scania,2019-09-19
82685,Rio de Janeiro,86,255,31.24,Volvo,2019-09-19
82686,Rio de Janeiro,86,252,40.83,Scania,2019-09-19
82687,Rio de Janeiro,57,270,32.26,Scania,2019-09-19
82688,Rio de Janeiro,31,283,39.67,Volvo,2019-09-19
82689,Rio de Janeiro,84,262,43.84,Scania,2019-09-19
82690,Rio de Janeiro,86,252,42.9,Scania,2019-09-19
